DATA,MÊS,ANO,PRODUTO ,FORMA PGTO,QNTD,PRECO,TOTAL,Unnamed: 8,PRODUTO .1,PRECO.1
2022-11-13,Novembro,2022,Ração,Cartão de Débito,2,123.57,247.14,,,
2022-11-14,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-14,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-14,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-14,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-14,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-14,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-15,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-15,Novembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-11-15,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-15,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-15,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-15,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-15,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-15,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-15,Novembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-11-16,Novembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-11-16,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-16,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-16,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-16,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-16,Novembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-11-16,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-16,Novembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-11-17,Novembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-11-17,Novembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-11-17,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-17,Novembro,2022,Ração,Dinheiro,3,123.57,370.71,,,
2022-11-17,Novembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-11-17,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-17,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-17,Novembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-11-17,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-17,Novembro,2022,Ração,Cartão de Crédito,2,123.57,247.14,,,
2022-11-17,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-18,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-18,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-18,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-18,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-18,Novembro,2022,Ração,Cartão de Crédito,2,123.57,247.14,,,
2022-11-18,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-18,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-18,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-18,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-18,Novembro,2022,Ração,Dinheiro,3,123.57,370.71,,,
2022-11-18,Novembro,2022,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2022-11-19,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-19,Novembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-11-19,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-19,Novembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-11-19,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-19,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-19,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-19,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-20,Novembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-11-20,Novembro,2022,Ração,Cartão de Crédito,2,123.57,247.14,,,
2022-11-20,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-20,Novembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-11-20,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-20,Novembro,2022,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2022-11-20,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-20,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-20,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-20,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-21,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-21,Novembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-11-21,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-21,Novembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-11-21,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-21,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-21,Novembro,2022,Ração,Dinheiro,3,123.57,370.71,,,
2022-11-21,Novembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-11-21,Novembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-11-21,Novembro,2022,Brinquedos,Dinheiro,2,89.56,179.12,,,
2022-11-21,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-21,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-22,Novembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-11-22,Novembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-11-22,Novembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-11-22,Novembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-11-22,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-22,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-22,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-22,Novembro,2022,Ração,Dinheiro,4,123.57,494.28,,,
2022-11-22,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-22,Novembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-11-22,Novembro,2022,Ração,Cartão de Crédito,3,123.57,370.71,,,
2022-11-22,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-22,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-22,Novembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-11-22,Novembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-11-22,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-22,Novembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-11-22,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-23,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-23,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-23,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-23,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-24,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-24,Novembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-11-24,Novembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-11-24,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-24,Novembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-11-24,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-24,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-24,Novembro,2022,Ração,Cartão de Crédito,2,123.57,247.14,,,
2022-11-24,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-24,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-24,Novembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-11-24,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-24,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-25,Novembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-11-25,Novembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-11-25,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-25,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-25,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-25,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-25,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-25,Novembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-11-25,Novembro,2022,Ração,Cartão de Crédito,3,123.57,370.71,,,
2022-11-25,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-25,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-25,Novembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-11-25,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-26,Novembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-11-26,Novembro,2022,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2022-11-26,Novembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-11-26,Novembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-11-26,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-26,Novembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-11-26,Novembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-11-26,Novembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-11-26,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-26,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-26,Novembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-11-26,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-27,Novembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-11-27,Novembro,2022,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2022-11-27,Novembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-11-27,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-27,Novembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-11-27,Novembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-11-27,Novembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-11-27,Novembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-11-28,Novembro,2022,Ração,PIX,2,123.57,247.14,,,
2022-11-28,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-28,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-28,Novembro,2022,Brinquedos,PIX,2,89.56,179.12,,,
2022-11-28,Novembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-11-28,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-28,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-29,Novembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-11-29,Novembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-11-29,Novembro,2022,Ração,PIX,2,123.57,247.14,,,
2022-11-29,Novembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-11-29,Novembro,2022,Ração,Dinheiro,4,123.57,494.28,,,
2022-11-30,Novembro,2022,Ração,Cartão de Débito,1,123.57,123.57,,,
2022-11-30,Novembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-11-30,Novembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-11-30,Novembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-12-01,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-01,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-01,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-01,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-01,Dezembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-12-01,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-01,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-01,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-01,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-01,Dezembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-12-01,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-01,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-02,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-02,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-02,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-02,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-02,Dezembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-12-02,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-02,Dezembro,2022,Brinquedos,Cartão de Débito,2,89.56,179.12,,,
2022-12-03,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-03,Dezembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-12-03,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-03,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-03,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-03,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-03,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-03,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-04,Dezembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-12-04,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-04,Dezembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-12-04,Dezembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-12-04,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-04,Dezembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-12-04,Dezembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-12-04,Dezembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-12-04,Dezembro,2022,Ração,Cartão de Débito,1,123.57,123.57,,,
2022-12-04,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-04,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-04,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-05,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-05,Dezembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-12-05,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-05,Dezembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-12-05,Dezembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-12-05,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-06,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-06,Dezembro,2022,Ração,Cartão de Crédito,4,123.57,494.28,,,
2022-12-06,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-06,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-06,Dezembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-12-06,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-06,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-06,Dezembro,2022,Ração,Cartão de Débito,2,123.57,247.14,,,
2022-12-06,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-07,Dezembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-12-07,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-07,Dezembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-12-07,Dezembro,2022,Ração,Dinheiro,4,123.57,494.28,,,
2022-12-07,Dezembro,2022,Casinhas,Dinheiro,2,56.94,113.88,,,
2022-12-08,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-12-08,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-08,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-08,Dezembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-12-09,Dezembro,2022,Ração,Cartão de Débito,1,123.57,123.57,,,
2022-12-09,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-09,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-09,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-09,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-09,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-09,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-10,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-10,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-10,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-10,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-10,Dezembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-12-10,Dezembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-12-10,Dezembro,2022,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2022-12-10,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-11,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-11,Dezembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-12-11,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-11,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-11,Dezembro,2022,Ração,PIX,2,123.57,247.14,,,
2022-12-11,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-12,Dezembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-12-12,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-12,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-12,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-12,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-12,Dezembro,2022,Produtos Higiene,Cartão de Crédito,2,95.51,191.02,,,
2022-12-12,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-12,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-12,Dezembro,2022,Ração,Dinheiro,1,123.57,123.57,,,
2022-12-12,Dezembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-12-13,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-13,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-13,Dezembro,2022,Ração,Cartão de Crédito,1,123.57,123.57,,,
2022-12-13,Dezembro,2022,Ração,Cartão de Débito,4,123.57,494.28,,,
2022-12-13,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-14,Dezembro,2022,Ração,Cartão de Débito,1,123.57,123.57,,,
2022-12-14,Dezembro,2022,Ração,Cartão de Crédito,4,123.57,494.28,,,
2022-12-14,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-14,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-14,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-15,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-15,Dezembro,2022,Ração,PIX,1,123.57,123.57,,,
2022-12-15,Dezembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-12-15,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-15,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-16,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-16,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-16,Dezembro,2022,Ração,Cartão de Débito,2,123.57,247.14,,,
2022-12-16,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-16,Dezembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-12-16,Dezembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-12-16,Dezembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-12-16,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-16,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-16,Dezembro,2022,Produtos Higiene,PIX,2,95.51,191.02,,,
2022-12-16,Dezembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-12-17,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-17,Dezembro,2022,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2022-12-17,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-17,Dezembro,2022,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2022-12-17,Dezembro,2022,Ração,Cartão de Crédito,4,123.57,494.28,,,
2022-12-17,Dezembro,2022,Ração,PIX,4,123.57,494.28,,,
2022-12-17,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-17,Dezembro,2022,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2022-12-17,Dezembro,2022,Brinquedos,Dinheiro,2,89.56,179.12,,,
2022-12-17,Dezembro,2022,Ração,Cartão de Débito,3,123.57,370.71,,,
2022-12-17,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-17,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-17,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-18,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-18,Dezembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-12-18,Dezembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-12-18,Dezembro,2022,Ração,PIX,2,123.57,247.14,,,
2022-12-18,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-18,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-18,Dezembro,2022,Ração,Dinheiro,2,123.57,247.14,,,
2022-12-18,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-19,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-19,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-19,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-19,Dezembro,2022,Casinhas,PIX,1,56.94,56.94,,,
2022-12-19,Dezembro,2022,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2022-12-19,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-19,Dezembro,2022,Ração,Cartão de Crédito,3,123.57,370.71,,,
2022-12-19,Dezembro,2022,Ração,PIX,3,123.57,370.71,,,
2022-12-19,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-20,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-20,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-20,Dezembro,2022,Produtos Higiene,PIX,1,95.51,95.51,,,
2022-12-20,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2022-12-20,Dezembro,2022,Brinquedos,PIX,1,89.56,89.56,,,
2022-12-20,Dezembro,2022,Brinquedos,Dinheiro,1,89.56,89.56,,,
2022-12-20,Dezembro,2022,Casinhas,Dinheiro,1,56.94,56.94,,,
2022-12-21,Dezembro,2022,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2022-12-21,Dezembro,2022,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2022-12-21,Dezembro,2022,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2022-12-21,Dezembro,2022,Casinhas,PIX,2,56.94,113.88,,,
2022-12-21,Dezembro,2022,Brinquedos,Dinheiro,2,89.56,179.12,,,
2022-12-21,Dezembro,2022,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2022-12-21,Dezembro,2022,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
